post_title,post_content,wdm_opening_bid,wdm_lowest_bid,wdm_incremental_val,wdm-image-1,wdm_auction_thumb,wdm-main-image,post_type,wdm_listing_ends,wdm_payment_method,auction-status
"Capacho ""KETELONE""","Capacho ""KETELONE"" - 01 UND",1,1,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Capacho-Ketelone-n°71.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Capacho-Ketelone-n°71.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Capacho ""MIDORI""","Capacho ""MIDORI"" - 01 UND",1,1,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Capacho-Midori-n°72.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Capacho-Midori-n°72.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Capacho ""SMIRNOFF"" ","Capacho ""SMIRNOFF""  - 01 UND",1,1,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Capacho-Smirnoff-n°73.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Capacho-Smirnoff-n°73.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Carregador-adaptador de iphone para carro,Carregador-adaptador de iphone para carro - 01 UND,6,6,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Carregador-adaptador-de-iphone-para-carro-n°74.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Carregador-adaptador-de-iphone-para-carro-n°74.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Carrinho de Controle Remoto Ferrri. OBS.Ápenas 01 tem o controle,Carrinho de Controle Remoto Ferrri. OBS.Ápenas 01 tem o controle - 03 UND,5,5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Carrinho-de-controle-remoto-Ferrari-n°75.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Carrinho-de-controle-remoto-Ferrari-n°75.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
CD Canteiro,CD Canteiro - 02 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/CD-Canteiro-n°76.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/CD-Canteiro-n°76.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
CD DA DO,CD DA DO - 01 UND,1,1,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/CD-Da-Do-n°77.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/CD-Da-Do-n°77.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
CD e DVD Cristian & Cristiano ,CD e DVD Cristian & Cristiano  - 02 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/CD-e-DVD-Cristian-Cristiano-n°78.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/CD-e-DVD-Cristian-Cristiano-n°78.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
CD Relatório de atividades 2012 PUC Minas,CD Relatório de atividades 2012 PUC Minas - 01 UND,0.5,0.5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/CD-Relatório-de-Atividades-2012-n°79.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/CD-Relatório-de-Atividades-2012-n°79.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
CD Samba de enredo 2010,CD Samba de enredo 2010 - 01 UND,1,1,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/CD-Samba-De-Enredo-2010-n°80.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/CD-Samba-De-Enredo-2010-n°80.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
CD Surf,CD Surf - 01 UND,1,1,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/CD-Surf-n°81.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/CD-Surf-n°81.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Cerveja ""Leuven Blanche""","Cerveja ""Leuven Blanche"" - 01 UND",5,5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Cerveja-Leuven-Blanche-n°82.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Cerveja-Leuven-Blanche-n°82.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Cerveja ""Leuven Dubbel""","Cerveja ""Leuven Dubbel"" - 01 UND",5,5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Cerveja-Leuven-Dubbel-n°83.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Cerveja-Leuven-Dubbel-n°83.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Cesta para garrafa Brahma,Cesta para garrafa Brahma - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Cesta-para-garrafa-Brahma-n°84.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Cesta-para-garrafa-Brahma-n°84.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Cesta para garrafa Skol,Cesta para garrafa Skol - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Cesta-para-garrafa-Skol-n°85.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Cesta-para-garrafa-Skol-n°85.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Champagne Perrier Jouët Grand brut,Champagne Perrier Jouët Grand brut - 01 UND,6,6,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Champagne-Perrier-Jouët-Grant-Brut-n°86.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Champagne-Perrier-Jouët-Grant-Brut-n°86.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Champagne TAITTINGER brut,Champagne TAITTINGER brut - 06 UND,5,5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Champagne-Taittinger-Brut-n°87.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Champagne-Taittinger-Brut-n°87.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Chaveiro FGV,Chaveiro FGV - 01 UND,0.5,0.5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Chaveiro-FGV-n°88.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Chaveiro-FGV-n°88.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Chaveiro Top 5,Chaveiro Top 5 - 01 UND,0.5,0.5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Chaveiro-Top-5-n°89.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Chaveiro-Top-5-n°89.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Chocolate Du jour,Chocolate Du jour - 03 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Chocolate-Du-Jour-n°90.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Chocolate-Du-Jour-n°90.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Chocolate My swiss,Chocolate My swiss - 01 UND,4,4,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Chocolate-My-Swiss-n°91.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Chocolate-My-Swiss-n°91.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Chocolate Saint Phylippe,Chocolate Saint Phylippe - 02 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Chocolate-saint-Phylippe-n°92.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Chocolate-saint-Phylippe-n°92.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Churrasqueira 360° Quadrada,Churrasqueira 360° Quadrada - 01 UND,5,5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Churrasqueira-Skol-360°-Quadrada-n°93.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Churrasqueira-Skol-360°-Quadrada-n°93.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Churrasqueira 360° Redonda,Churrasqueira 360° Redonda - 01 UND,4,4,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Churrasqueira-Skol-360°-Redonda-n°94.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Churrasqueira-Skol-360°-Redonda-n°94.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Conjunto Movimento CYAN (camiseta e calça Lagging),Conjunto Movimento CYAN (camiseta e calça Lagging) - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Conjunto-Movimento-Cyan-Camiseta-e-Calça-Lagging-n°95.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Conjunto-Movimento-Cyan-Camiseta-e-Calça-Lagging-n°95.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Cooler Batuque,Cooler Batuque - 01 UND,8,8,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Cooler-Batuque-n°96.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Cooler-Batuque-n°96.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Cooler BUD LIGHT Inflável,Cooler BUD LIGHT Inflável - 01 UND,10,10,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Cooler-Bud-Light-n°97.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Cooler-Bud-Light-n°97.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Cooler MKT,Cooler MKT - 01 UND,8,8,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Cooler-MKT-n°98.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Cooler-MKT-n°98.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Cooler SKOL Inflável,Cooler SKOL Inflável - 01 UND,10,10,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Cooler-Skol-n°100.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Cooler-Skol-n°100.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Cooler Skol 360°,Cooler Skol 360° - 03 UND,15,15,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Cooler-Skol-Inflável-n°99.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Cooler-Skol-Inflável-n°99.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Cumbuca de barro,Cumbuca de barro - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Cumbuca-de-barro-n°101.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Cumbuca-de-barro-n°101.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Doce caseiro ""Fazenda Dona Carolina""","Doce caseiro ""Fazenda Dona Carolina"" - 01 UND",1,1,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Doce-Caseiro-Fazenda-Dona-Carolina-n°102.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Doce-Caseiro-Fazenda-Dona-Carolina-n°102.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DREHER,DREHER - 01 UND,5,5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Dreher-n°103.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Dreher-n°103.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD A cara do rio,DVD A cara do rio - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-A-cara-do-rio-n°104.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-A-cara-do-rio-n°104.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"DVD Absoluto ""S.C Internacional""","DVD Absoluto ""S.C Internacional"" - 01 UND",3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Absoluto-S.C-Internacional-n°105.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Absoluto-S.C-Internacional-n°105.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Até que a sorte nos separem,DVD Até que a sorte nos separem - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Até-que-a-sorte-nos-separe-n°106.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Até-que-a-sorte-nos-separe-n°106.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Besouro,DVD Besouro - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Besouro-n°107.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Besouro-n°107.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Bicho de sete cabeças ,DVD Bicho de sete cabeças  - 02 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Bicho-de-sete-cabeças-n°108.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Bicho-de-sete-cabeças-n°108.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Cadeia de produção,DVD Cadeia de produção - 02 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Cadeia-de-reprodução-n°109.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Cadeia-de-reprodução-n°109.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Canteiro de obras 2012,DVD Canteiro de obras 2012 - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Canteiro-de-obras-2012-n°110.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Canteiro-de-obras-2012-n°110.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Carandiru,DVD Carandiru - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Carandiru-n°111.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Carandiru-n°111.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Chega de saudade,DVD Chega de saudade - 02 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Chega-de-saudade-n°112.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Chega-de-saudade-n°112.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Cidadão do Brasil,DVD Cidadão do Brasil - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Cidadão-do-Brasil-n°113.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Cidadão-do-Brasil-n°113.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Comer e beber Recife,DVD Comer e beber Recife - 03 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Comer-Beber-Recife-n°114.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Comer-Beber-Recife-n°114.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Comer e beber Brasília,DVD Comer e beber Brasília - 03 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Comer-Beber-Brasília-n°115.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Comer-Beber-Brasília-n°115.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Comer e beber Porto Alegre,DVD Comer e beber Porto Alegre - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Comer-Beber-Porto-Alegre-n°116.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Comer-Beber-Porto-Alegre-n°116.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Don Quixote,DVD Don Quixote - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Don-Quixote-n°117.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Don-Quixote-n°117.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD e CD Country festival 2012,DVD e CD Country festival 2012 - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-e-CD-Country-Festival-2012-n°118.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-e-CD-Country-Festival-2012-n°118.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD e CD Daniel Boaventura,DVD e CD Daniel Boaventura - 08 UND,4,4,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-e-CD-Daniel-Boaventura-n°119.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-e-CD-Daniel-Boaventura-n°119.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD e CD Sambas de enredo carnaval 2011,DVD e CD Sambas de enredo carnaval 2011 - 15 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-e-CD-Sambas-de-Enredo-Carnaval-2011-n°120.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-e-CD-Sambas-de-Enredo-Carnaval-2011-n°120.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Figuras de Dança,DVD Figuras de Dança - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Figuras-da-Dança-n°121.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Figuras-da-Dança-n°121.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Fome de bola,DVD Fome de bola - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Fome-de-bola-n°122.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Fome-de-bola-n°122.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"DVD Gigante ""S.C Internacional""","DVD Gigante ""S.C Internacional"" - 01 UND",3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Gigante-S.C-Internacional-n°123.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Gigante-S.C-Internacional-n°123.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Gisele,DVD Gisele - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Gisele-n°124.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Gisele-n°124.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Heleno,DVD Heleno - 03 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Heleno-n°125.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Heleno-n°125.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Historias do rio negro,DVD Historias do rio negro - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Historias-do-rio-negro-n°126.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Historias-do-rio-negro-n°126.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Horizontes musicais,DVD Horizontes musicais - 02 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Horizontes-musicais-n°127.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Horizontes-musicais-n°127.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Lideres do Brasil 2012,DVD Lideres do Brasil 2012 - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Lideres-do-Brasil-2012-n°128.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Lideres-do-Brasil-2012-n°128.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Martinho da vila,DVD Martinho da vila - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Martinho-da-Vila-n°129.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Martinho-da-Vila-n°129.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Mulheres do planeta,DVD Mulheres do planeta - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Mulheres-do-Planeta-n°130.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Mulheres-do-Planeta-n°130.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"DVD Nada vai nos separar ""S.C Internacional""","DVD Nada vai nos separar ""S.C Internacional"" - 01 UND",3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Nada-vai-nos-separar-S.C-Internacional-n°131.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Nada-vai-nos-separar-S.C-Internacional-n°131.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD O ano em que os meus pais saíram de férias,DVD O ano em que os meus pais saíram de férias - 02 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-O-ano-em-que-meu-pais-saíram-de-férias-n°132.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-O-ano-em-que-meu-pais-saíram-de-férias-n°132.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD O mundo em duas voltas,DVD O mundo em duas voltas - 02 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-O-mundo-em-duas-voltas-n°133.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-O-mundo-em-duas-voltas-n°133.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Onde está a felicidade,DVD Onde está a felicidade - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Onde-esta-a-felicidade-n°134.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Onde-esta-a-felicidade-n°134.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"DVD Play The Blues ""Wynton Marsalis & Eric Clapton""","DVD Play The Blues ""Wynton Marsalis & Eric Clapton"" - 01 UND",3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Play-The-Blues-n°135.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Play-The-Blues-n°135.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Quem se importa,DVD Quem se importa - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Quem-se-impota-n°136.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Quem-se-impota-n°136.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Sou menino do Morumbi,DVD Sou menino do Morumbi - 02 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Sou-meninos-do-morumbi-n°137.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Sou-meninos-do-morumbi-n°137.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Tropa de elite 2 ,DVD Tropa de elite 2  - 13 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Tropa-de-elite-2-n°138.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Tropa-de-elite-2-n°138.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Um dia sem fim,DVD Um dia sem fim - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Um-dia-sem-fim-n°139.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Um-dia-sem-fim-n°139.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD Uma roupa que dança,DVD Uma roupa que dança - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Uma-roupa-que-dança-n°140.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-Uma-roupa-que-dança-n°140.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
DVD XINGU,DVD XINGU - 14 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-xingu-n°141.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/DVD-xingu-n°141.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Echarpe Campeão de vendas,Echarpe Campeão de vendas - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Enchape-Campeão-de-Vendas-n°142.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Enchape-Campeão-de-Vendas-n°142.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Echarpe ,Echarpe  - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Encharpe-n°143.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Encharpe-n°143.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Enfeites de Natal,Enfeites de Natal - 03 UND,1.5,1.5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Enfeites-de-Natal-n°144.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Enfeites-de-Natal-n°144.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Expositor de Livros,Expositor de Livros - 02 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Expositor-de-Livros-n°145.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Expositor-de-Livros-n°145.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
